date;class;focuses;uf
2022/12;Floresta;3;ACRE
2022/12;Floresta;2;AMAPÁ
2022/12;Floresta;63;AMAZONAS
2022/12;Floresta;67;MARANHÃO
2022/12;Floresta;21;MATO GROSSO
2022/12;Floresta;330;PARÁ
2022/12;Floresta;15;RONDÔNIA
2022/12;Floresta;52;RORAIMA
2022/12;Floresta;2;TOCANTINS
2022/12;Outros;1;AMAPÁ
2022/12;Outros;13;AMAZONAS
2022/12;Outros;38;MARANHÃO
2022/12;Outros;8;MATO GROSSO
2022/12;Outros;64;PARÁ
2022/12;Outros;2;RONDÔNIA
2022/12;Outros;109;RORAIMA
2022/12;Outros;1;TOCANTINS
2022/12;Vegetacao Secundaria;3;AMAPÁ
2022/12;Vegetacao Secundaria;36;AMAZONAS
2022/12;Vegetacao Secundaria;179;MARANHÃO
2022/12;Vegetacao Secundaria;9;MATO GROSSO
2022/12;Vegetacao Secundaria;310;PARÁ
2022/12;Vegetacao Secundaria;5;RONDÔNIA
2022/12;Vegetacao Secundaria;14;RORAIMA
2022/12;Vegetacao Secundaria;4;TOCANTINS
2021/01;Desmatamento Consolidado;1;ACRE
2021/01;Desmatamento Consolidado;7;AMAZONAS
2021/01;Desmatamento Consolidado;59;MARANHÃO
2021/01;Desmatamento Consolidado;195;MATO GROSSO
2021/01;Desmatamento Consolidado;124;PARÁ
2021/01;Desmatamento Consolidado;20;RONDÔNIA
2021/01;Desmatamento Consolidado;6;RORAIMA
2021/01;Desmatamento Consolidado;1;TOCANTINS
2021/01;Desmatamento Recente;4;ACRE
2021/01;Desmatamento Recente;16;AMAZONAS
2021/01;Desmatamento Recente;12;MARANHÃO
2021/01;Desmatamento Recente;73;MATO GROSSO
2021/01;Desmatamento Recente;73;PARÁ
2021/01;Desmatamento Recente;23;RONDÔNIA
2021/01;Desmatamento Recente;5;RORAIMA
2021/01;Floresta;3;AMAZONAS
2021/01;Floresta;6;MATO GROSSO
2021/01;Floresta;5;PARÁ
2021/01;Floresta;5;RORAIMA
2021/01;Outros;2;AMAZONAS
2021/01;Outros;9;MARANHÃO
2021/01;Outros;15;MATO GROSSO
2021/01;Outros;13;PARÁ
2021/01;Outros;47;RORAIMA
2021/01;Vegetacao Secundaria;9;AMAZONAS
2021/01;Vegetacao Secundaria;13;MARANHÃO
2021/01;Vegetacao Secundaria;10;MATO GROSSO
2021/01;Vegetacao Secundaria;33;PARÁ
2021/01;Vegetacao Secundaria;4;RONDÔNIA
2021/01;Vegetacao Secundaria;1;TOCANTINS
2021/02;Desmatamento Consolidado;12;AMAZONAS
2021/02;Desmatamento Consolidado;29;MARANHÃO
2021/02;Desmatamento Consolidado;298;MATO GROSSO
2021/02;Desmatamento Consolidado;139;PARÁ
2021/02;Desmatamento Consolidado;10;RONDÔNIA
2021/02;Desmatamento Consolidado;11;RORAIMA
2021/02;Desmatamento Recente;10;AMAZONAS
2021/02;Desmatamento Recente;10;MARANHÃO
2021/02;Desmatamento Recente;31;MATO GROSSO
2021/02;Desmatamento Recente;78;PARÁ
2021/02;Desmatamento Recente;5;RONDÔNIA
2021/02;Desmatamento Recente;16;RORAIMA
2021/02;Floresta;1;AMAPÁ
2021/02;Floresta;6;AMAZONAS
2021/02;Floresta;1;MATO GROSSO
2021/02;Floresta;6;PARÁ
2021/02;Floresta;6;RORAIMA
2021/02;Outros;1;AMAZONAS
2021/02;Outros;24;MATO GROSSO
2021/02;Outros;5;PARÁ
2021/02;Outros;1;RONDÔNIA
2021/02;Outros;104;RORAIMA
2021/02;Vegetacao Secundaria;4;AMAZONAS
2021/02;Vegetacao Secundaria;6;MARANHÃO
2021/02;Vegetacao Secundaria;6;MATO GROSSO
2021/02;Vegetacao Secundaria;44;PARÁ
2021/03;Desmatamento Consolidado;2;ACRE
2021/03;Desmatamento Consolidado;10;AMAZONAS
2021/03;Desmatamento Consolidado;1;MARANHÃO
2021/03;Desmatamento Consolidado;307;MATO GROSSO
2021/03;Desmatamento Consolidado;20;PARÁ
2021/03;Desmatamento Consolidado;12;RONDÔNIA
2021/03;Desmatamento Consolidado;35;RORAIMA
2021/03;Desmatamento Consolidado;2;TOCANTINS
2021/03;Desmatamento Recente;1;AMAZONAS
2021/03;Desmatamento Recente;1;MARANHÃO
2021/03;Desmatamento Recente;26;MATO GROSSO
2021/03;Desmatamento Recente;4;PARÁ
2021/03;Desmatamento Recente;3;RONDÔNIA
2021/03;Desmatamento Recente;63;RORAIMA
2021/03;Floresta;4;AMAZONAS
2021/03;Floresta;3;MATO GROSSO
2021/03;Floresta;2;PARÁ
2021/03;Floresta;24;RORAIMA
2021/03;Outros;1;AMAPÁ
2021/03;Outros;17;MATO GROSSO
2021/03;Outros;5;PARÁ
2021/03;Outros;3;RONDÔNIA
2021/03;Outros;71;RORAIMA
2021/03;Vegetacao Secundaria;1;ACRE
2021/03;Vegetacao Secundaria;2;AMAZONAS
2021/03;Vegetacao Secundaria;2;MARANHÃO
2021/03;Vegetacao Secundaria;6;MATO GROSSO
2021/03;Vegetacao Secundaria;3;PARÁ
2021/03;Vegetacao Secundaria;1;RONDÔNIA
2021/03;Vegetacao Secundaria;11;RORAIMA
2021/04;Desmatamento Consolidado;2;ACRE
2021/04;Desmatamento Consolidado;10;AMAZONAS
2021/04;Desmatamento Consolidado;4;MARANHÃO
2021/04;Desmatamento Consolidado;291;MATO GROSSO
2021/04;Desmatamento Consolidado;35;PARÁ
2021/04;Desmatamento Consolidado;13;RONDÔNIA
2021/04;Desmatamento Consolidado;20;RORAIMA
2021/04;Desmatamento Recente;4;ACRE
2021/04;Desmatamento Recente;4;AMAZONAS
2021/04;Desmatamento Recente;69;MATO GROSSO
2021/04;Desmatamento Recente;5;PARÁ
2021/04;Desmatamento Recente;1;RONDÔNIA
2021/04;Desmatamento Recente;25;RORAIMA
2021/04;Floresta;1;AMAZONAS
2021/04;Floresta;1;MATO GROSSO
2021/04;Floresta;3;PARÁ
2021/04;Floresta;1;RONDÔNIA
2021/04;Floresta;17;RORAIMA
2021/04;Outros;30;MATO GROSSO
2021/04;Outros;2;PARÁ
2021/04;Outros;39;RORAIMA
2021/04;Vegetacao Secundaria;1;ACRE
2021/04;Vegetacao Secundaria;3;AMAZONAS
2021/04;Vegetacao Secundaria;14;MATO GROSSO
2021/04;Vegetacao Secundaria;10;PARÁ
2021/04;Vegetacao Secundaria;1;RONDÔNIA
2021/04;Vegetacao Secundaria;9;RORAIMA
2021/05;Desmatamento Consolidado;10;ACRE
2021/05;Desmatamento Consolidado;15;AMAZONAS
2021/05;Desmatamento Consolidado;19;MARANHÃO
2021/05;Desmatamento Consolidado;379;MATO GROSSO
2021/05;Desmatamento Consolidado;102;PARÁ
2021/05;Desmatamento Consolidado;46;RONDÔNIA
2021/05;Desmatamento Consolidado;10;TOCANTINS
2021/05;Desmatamento Recente;17;ACRE
2021/05;Desmatamento Recente;7;AMAZONAS
2021/05;Desmatamento Recente;6;MARANHÃO
2021/05;Desmatamento Recente;298;MATO GROSSO
2021/05;Desmatamento Recente;29;PARÁ
2021/05;Desmatamento Recente;26;RONDÔNIA
2021/05;Desmatamento Recente;3;TOCANTINS
2021/05;Floresta;1;ACRE
2021/05;Floresta;1;AMAZONAS
2021/05;Floresta;25;MATO GROSSO
2021/05;Floresta;2;PARÁ
2021/05;Floresta;7;RONDÔNIA
2021/05;Outros;13;AMAZONAS
2021/05;Outros;1;MARANHÃO
2021/05;Outros;15;MATO GROSSO
2021/05;Outros;26;PARÁ
2021/05;Outros;4;RONDÔNIA
2021/05;Outros;3;RORAIMA
2021/05;Vegetacao Secundaria;2;ACRE
2021/05;Vegetacao Secundaria;9;AMAZONAS
2021/05;Vegetacao Secundaria;6;MARANHÃO
2021/05;Vegetacao Secundaria;45;MATO GROSSO
2021/05;Vegetacao Secundaria;31;PARÁ
2021/05;Vegetacao Secundaria;8;RONDÔNIA
2021/06;Desmatamento Consolidado;13;ACRE
2021/06;Desmatamento Consolidado;29;AMAZONAS
2021/06;Desmatamento Consolidado;31;MARANHÃO
2021/06;Desmatamento Consolidado;530;MATO GROSSO
2021/06;Desmatamento Consolidado;254;PARÁ
2021/06;Desmatamento Consolidado;64;RONDÔNIA
2021/06;Desmatamento Consolidado;2;RORAIMA
2021/06;Desmatamento Consolidado;10;TOCANTINS
2021/06;Desmatamento Recente;32;ACRE
2021/06;Desmatamento Recente;22;AMAZONAS
2021/06;Desmatamento Recente;12;MARANHÃO
2021/06;Desmatamento Recente;722;MATO GROSSO
2021/06;Desmatamento Recente;61;PARÁ
2021/06;Desmatamento Recente;49;RONDÔNIA
2021/06;Desmatamento Recente;2;TOCANTINS
2021/06;Floresta;1;ACRE
2021/06;Floresta;3;AMAZONAS
2021/06;Floresta;1;MARANHÃO
2021/06;Floresta;127;MATO GROSSO
2021/06;Floresta;11;PARÁ
2021/06;Floresta;1;RONDÔNIA
2021/06;Floresta;3;RORAIMA
2021/06;Floresta;1;TOCANTINS
2021/06;Outros;4;AMAPÁ
2021/06;Outros;13;AMAZONAS
2021/06;Outros;3;MARANHÃO
2021/06;Outros;76;MATO GROSSO
2021/06;Outros;47;PARÁ
2021/06;Outros;1;RONDÔNIA
2021/06;Outros;6;RORAIMA
2021/06;Vegetacao Secundaria;4;ACRE
2021/06;Vegetacao Secundaria;10;AMAZONAS
2021/06;Vegetacao Secundaria;15;MARANHÃO
2021/06;Vegetacao Secundaria;79;MATO GROSSO
2021/06;Vegetacao Secundaria;51;PARÁ
2021/06;Vegetacao Secundaria;16;RONDÔNIA
2021/06;Vegetacao Secundaria;2;TOCANTINS
2021/07;Desmatamento Consolidado;93;ACRE
2021/07;Desmatamento Consolidado;234;AMAZONAS
2021/07;Desmatamento Consolidado;62;MARANHÃO
2021/07;Desmatamento Consolidado;305;MATO GROSSO
2021/07;Desmatamento Consolidado;490;PARÁ
2021/07;Desmatamento Consolidado;307;RONDÔNIA
2021/07;Desmatamento Consolidado;11;TOCANTINS
2021/07;Desmatamento Recente;272;ACRE
2021/07;Desmatamento Recente;688;AMAZONAS
2021/07;Desmatamento Recente;26;MARANHÃO
2021/07;Desmatamento Recente;475;MATO GROSSO
2021/07;Desmatamento Recente;537;PARÁ
2021/07;Desmatamento Recente;407;RONDÔNIA
2021/07;Desmatamento Recente;3;TOCANTINS
2021/07;Floresta;42;ACRE
2021/07;Floresta;133;AMAZONAS
2021/07;Floresta;1;MARANHÃO
2021/07;Floresta;92;MATO GROSSO
2021/07;Floresta;76;PARÁ
2021/07;Floresta;29;RONDÔNIA
2021/07;Outros;5;AMAPÁ
2021/07;Outros;15;AMAZONAS
2021/07;Outros;1;MARANHÃO
2021/07;Outros;111;MATO GROSSO
2021/07;Outros;76;PARÁ
2021/07;Outros;26;RONDÔNIA
2021/07;Outros;5;RORAIMA
2021/07;Outros;1;TOCANTINS
2021/07;Vegetacao Secundaria;26;ACRE
2021/07;Vegetacao Secundaria;103;AMAZONAS
2021/07;Vegetacao Secundaria;25;MARANHÃO
2021/07;Vegetacao Secundaria;36;MATO GROSSO
2021/07;Vegetacao Secundaria;193;PARÁ
2021/07;Vegetacao Secundaria;67;RONDÔNIA
2021/07;Vegetacao Secundaria;4;TOCANTINS
2021/08;Desmatamento Consolidado;549;ACRE
2021/08;Desmatamento Consolidado;3;AMAPÁ
2021/08;Desmatamento Consolidado;1289;AMAZONAS
2021/08;Desmatamento Consolidado;160;MARANHÃO
2021/08;Desmatamento Consolidado;884;MATO GROSSO
2021/08;Desmatamento Consolidado;1762;PARÁ
2021/08;Desmatamento Consolidado;637;RONDÔNIA
2021/08;Desmatamento Consolidado;3;RORAIMA
2021/08;Desmatamento Consolidado;28;TOCANTINS
2021/08;Desmatamento Recente;2081;ACRE
2021/08;Desmatamento Recente;1;AMAPÁ
2021/08;Desmatamento Recente;5830;AMAZONAS
2021/08;Desmatamento Recente;40;MARANHÃO
2021/08;Desmatamento Recente;1928;MATO GROSSO
2021/08;Desmatamento Recente;4806;PARÁ
2021/08;Desmatamento Recente;3040;RONDÔNIA
2021/08;Desmatamento Recente;10;RORAIMA
2021/08;Desmatamento Recente;3;TOCANTINS
2021/08;Floresta;346;ACRE
2021/08;Floresta;1;AMAPÁ
2021/08;Floresta;902;AMAZONAS
2021/08;Floresta;6;MARANHÃO
2021/08;Floresta;581;MATO GROSSO
2021/08;Floresta;663;PARÁ
2021/08;Floresta;305;RONDÔNIA
2021/08;Outros;13;AMAPÁ
2021/08;Outros;55;AMAZONAS
2021/08;Outros;11;MARANHÃO
2021/08;Outros;211;MATO GROSSO
2021/08;Outros;145;PARÁ
2021/08;Outros;129;RONDÔNIA
2021/08;Outros;6;RORAIMA
2021/08;Outros;6;TOCANTINS
2021/08;Vegetacao Secundaria;209;ACRE
2021/08;Vegetacao Secundaria;1;AMAPÁ
2021/08;Vegetacao Secundaria;512;AMAZONAS
2021/08;Vegetacao Secundaria;50;MARANHÃO
2021/08;Vegetacao Secundaria;161;MATO GROSSO
2021/08;Vegetacao Secundaria;477;PARÁ
2021/08;Vegetacao Secundaria;208;RONDÔNIA
2021/08;Vegetacao Secundaria;8;TOCANTINS
2021/09;Desmatamento Consolidado;684;ACRE
2021/09;Desmatamento Consolidado;20;AMAPÁ
2021/09;Desmatamento Consolidado;580;AMAZONAS
2021/09;Desmatamento Consolidado;136;MARANHÃO
2021/09;Desmatamento Consolidado;905;MATO GROSSO
2021/09;Desmatamento Consolidado;1297;PARÁ
2021/09;Desmatamento Consolidado;625;RONDÔNIA
2021/09;Desmatamento Consolidado;6;RORAIMA
2021/09;Desmatamento Consolidado;32;TOCANTINS
2021/09;Desmatamento Recente;2725;ACRE
2021/09;Desmatamento Recente;4;AMAPÁ
2021/09;Desmatamento Recente;1685;AMAZONAS
2021/09;Desmatamento Recente;36;MARANHÃO
2021/09;Desmatamento Recente;1384;MATO GROSSO
2021/09;Desmatamento Recente;1901;PARÁ
2021/09;Desmatamento Recente;1688;RONDÔNIA
2021/09;Desmatamento Recente;7;RORAIMA
2021/09;Desmatamento Recente;1;TOCANTINS
2021/09;Floresta;403;ACRE
2021/09;Floresta;19;AMAPÁ
2021/09;Floresta;300;AMAZONAS
2021/09;Floresta;3;MARANHÃO
2021/09;Floresta;306;MATO GROSSO
2021/09;Floresta;203;PARÁ
2021/09;Floresta;91;RONDÔNIA
2021/09;Floresta;3;RORAIMA
2021/09;Outros;92;AMAPÁ
2021/09;Outros;15;AMAZONAS
2021/09;Outros;22;MARANHÃO
2021/09;Outros;189;MATO GROSSO
2021/09;Outros;104;PARÁ
2021/09;Outros;67;RONDÔNIA
2021/09;Outros;38;RORAIMA
2021/09;Outros;6;TOCANTINS
2021/09;Vegetacao Secundaria;170;ACRE
2021/09;Vegetacao Secundaria;2;AMAPÁ
2021/09;Vegetacao Secundaria;219;AMAZONAS
2021/09;Vegetacao Secundaria;135;MARANHÃO
2021/09;Vegetacao Secundaria;150;MATO GROSSO
2021/09;Vegetacao Secundaria;323;PARÁ
2021/09;Vegetacao Secundaria;164;RONDÔNIA
2021/09;Vegetacao Secundaria;2;TOCANTINS
2021/10;Desmatamento Consolidado;209;ACRE
2021/10;Desmatamento Consolidado;93;AMAPÁ
2021/10;Desmatamento Consolidado;400;AMAZONAS
2021/10;Desmatamento Consolidado;544;MARANHÃO
2021/10;Desmatamento Consolidado;513;MATO GROSSO
2021/10;Desmatamento Consolidado;1314;PARÁ
2021/10;Desmatamento Consolidado;440;RONDÔNIA
2021/10;Desmatamento Consolidado;9;RORAIMA
2021/10;Desmatamento Consolidado;49;TOCANTINS
2021/10;Desmatamento Recente;737;ACRE
2021/10;Desmatamento Recente;54;AMAPÁ
2021/10;Desmatamento Recente;987;AMAZONAS
2021/10;Desmatamento Recente;162;MARANHÃO
2021/10;Desmatamento Recente;365;MATO GROSSO
2021/10;Desmatamento Recente;2061;PARÁ
2021/10;Desmatamento Recente;968;RONDÔNIA
2021/10;Desmatamento Recente;18;RORAIMA
2021/10;Floresta;99;ACRE
2021/10;Floresta;75;AMAPÁ
2021/10;Floresta;203;AMAZONAS
2021/10;Floresta;13;MARANHÃO
2021/10;Floresta;79;MATO GROSSO
2021/10;Floresta;239;PARÁ
2021/10;Floresta;102;RONDÔNIA
2021/10;Floresta;12;RORAIMA
2021/10;Outros;160;AMAPÁ
2021/10;Outros;13;AMAZONAS
2021/10;Outros;32;MARANHÃO
2021/10;Outros;62;MATO GROSSO
2021/10;Outros;172;PARÁ
2021/10;Outros;157;RONDÔNIA
2021/10;Outros;81;RORAIMA
2021/10;Outros;15;TOCANTINS
2021/10;Vegetacao Secundaria;73;ACRE
2021/10;Vegetacao Secundaria;19;AMAPÁ
2021/10;Vegetacao Secundaria;170;AMAZONAS
2021/10;Vegetacao Secundaria;179;MARANHÃO
2021/10;Vegetacao Secundaria;54;MATO GROSSO
2021/10;Vegetacao Secundaria;505;PARÁ
2021/10;Vegetacao Secundaria;96;RONDÔNIA
2021/10;Vegetacao Secundaria;5;RORAIMA
2021/10;Vegetacao Secundaria;11;TOCANTINS
2021/11;Desmatamento Consolidado;4;ACRE
2021/11;Desmatamento Consolidado;23;AMAPÁ
2021/11;Desmatamento Consolidado;76;AMAZONAS
2021/11;Desmatamento Consolidado;713;MARANHÃO
2021/11;Desmatamento Consolidado;115;MATO GROSSO
2021/11;Desmatamento Consolidado;1406;PARÁ
2021/11;Desmatamento Consolidado;52;RONDÔNIA
2021/11;Desmatamento Consolidado;14;RORAIMA
2021/11;Desmatamento Consolidado;17;TOCANTINS
2021/11;Desmatamento Recente;6;ACRE
2021/11;Desmatamento Recente;16;AMAPÁ
2021/11;Desmatamento Recente;107;AMAZONAS
2021/11;Desmatamento Recente;95;MARANHÃO
2021/11;Desmatamento Recente;78;MATO GROSSO
2021/11;Desmatamento Recente;1292;PARÁ
2021/11;Desmatamento Recente;57;RONDÔNIA
2021/11;Desmatamento Recente;36;RORAIMA
2021/11;Desmatamento Recente;2;TOCANTINS
2021/11;Floresta;1;ACRE
2021/11;Floresta;22;AMAPÁ
2021/11;Floresta;19;AMAZONAS
2021/11;Floresta;12;MARANHÃO
2021/11;Floresta;11;MATO GROSSO
2021/11;Floresta;127;PARÁ
2021/11;Floresta;7;RONDÔNIA
2021/11;Floresta;7;RORAIMA
2021/11;Outros;27;AMAPÁ
2021/11;Outros;6;AMAZONAS
2021/11;Outros;66;MARANHÃO
2021/11;Outros;7;MATO GROSSO
2021/11;Outros;94;PARÁ
2021/11;Outros;1;RONDÔNIA
2021/11;Outros;110;RORAIMA
2021/11;Outros;4;TOCANTINS
2021/11;Vegetacao Secundaria;3;ACRE
2021/11;Vegetacao Secundaria;15;AMAPÁ
2021/11;Vegetacao Secundaria;40;AMAZONAS
2021/11;Vegetacao Secundaria;316;MARANHÃO
2021/11;Vegetacao Secundaria;13;MATO GROSSO
2021/11;Vegetacao Secundaria;740;PARÁ
2021/11;Vegetacao Secundaria;8;RONDÔNIA
2021/11;Vegetacao Secundaria;7;RORAIMA
2021/11;Vegetacao Secundaria;7;TOCANTINS
2021/12;Desmatamento Consolidado;1;AMAPÁ
2021/12;Desmatamento Consolidado;9;AMAZONAS
2021/12;Desmatamento Consolidado;327;MARANHÃO
2021/12;Desmatamento Consolidado;96;MATO GROSSO
2021/12;Desmatamento Consolidado;307;PARÁ
2021/12;Desmatamento Consolidado;13;RONDÔNIA
2021/12;Desmatamento Consolidado;7;RORAIMA
2021/12;Desmatamento Consolidado;6;TOCANTINS
2021/12;Desmatamento Recente;1;ACRE
2021/12;Desmatamento Recente;18;AMAZONAS
2021/12;Desmatamento Recente;56;MARANHÃO
2021/12;Desmatamento Recente;32;MATO GROSSO
2021/12;Desmatamento Recente;152;PARÁ
2021/12;Desmatamento Recente;13;RONDÔNIA
2021/12;Desmatamento Recente;5;RORAIMA
2021/12;Floresta;1;AMAPÁ
2021/12;Floresta;3;MARANHÃO
2021/12;Floresta;3;MATO GROSSO
2021/12;Floresta;11;PARÁ
2021/12;Floresta;6;RORAIMA
2021/12;Outros;2;AMAPÁ
2021/12;Outros;2;AMAZONAS
2021/12;Outros;31;MARANHÃO
2021/12;Outros;17;MATO GROSSO
2021/12;Outros;25;PARÁ
2021/12;Outros;3;RONDÔNIA
2021/12;Outros;63;RORAIMA
2021/12;Vegetacao Secundaria;1;AMAPÁ
2021/12;Vegetacao Secundaria;14;AMAZONAS
2021/12;Vegetacao Secundaria;206;MARANHÃO
2021/12;Vegetacao Secundaria;3;MATO GROSSO
2021/12;Vegetacao Secundaria;155;PARÁ
2021/12;Vegetacao Secundaria;2;RONDÔNIA
2021/12;Vegetacao Secundaria;3;RORAIMA
2021/12;Vegetacao Secundaria;2;TOCANTINS
2020/01;Desmatamento Consolidado;3;ACRE
2020/01;Desmatamento Consolidado;67;AMAZONAS
2020/01;Desmatamento Consolidado;12;MARANHÃO
2020/01;Desmatamento Consolidado;276;MATO GROSSO
2020/01;Desmatamento Consolidado;136;PARÁ
2020/01;Desmatamento Consolidado;25;RONDÔNIA
2020/01;Desmatamento Consolidado;28;RORAIMA
2020/01;Desmatamento Consolidado;1;TOCANTINS
2020/01;Desmatamento Recente;12;ACRE
2020/01;Desmatamento Recente;65;AMAZONAS
2020/01;Desmatamento Recente;71;MATO GROSSO
2020/01;Desmatamento Recente;48;PARÁ
2020/01;Desmatamento Recente;21;RONDÔNIA
2020/01;Desmatamento Recente;48;RORAIMA
2020/01;Floresta;30;AMAZONAS
2020/01;Floresta;7;MATO GROSSO
2020/01;Floresta;3;PARÁ
2020/01;Floresta;35;RORAIMA
2020/01;Outros;1;AMAPÁ
2020/01;Outros;5;AMAZONAS
2020/01;Outros;3;MARANHÃO
2020/01;Outros;30;MATO GROSSO
2020/01;Outros;9;PARÁ
2020/01;Outros;4;RONDÔNIA
2020/01;Outros;175;RORAIMA
2020/01;Vegetacao Secundaria;1;ACRE
2020/01;Vegetacao Secundaria;1;AMAPÁ
2020/01;Vegetacao Secundaria;30;AMAZONAS
2020/01;Vegetacao Secundaria;7;MATO GROSSO
2020/01;Vegetacao Secundaria;29;PARÁ
2020/01;Vegetacao Secundaria;6;RONDÔNIA
2020/01;Vegetacao Secundaria;11;RORAIMA
2020/02;Desmatamento Consolidado;18;AMAZONAS
2020/02;Desmatamento Consolidado;7;MARANHÃO
2020/02;Desmatamento Consolidado;441;MATO GROSSO
2020/02;Desmatamento Consolidado;40;PARÁ
2020/02;Desmatamento Consolidado;22;RONDÔNIA
2020/02;Desmatamento Consolidado;23;RORAIMA
2020/02;Desmatamento Consolidado;1;TOCANTINS
2020/02;Desmatamento Recente;32;AMAZONAS
2020/02;Desmatamento Recente;42;MATO GROSSO
2020/02;Desmatamento Recente;11;PARÁ
2020/02;Desmatamento Recente;9;RONDÔNIA
2020/02;Desmatamento Recente;67;RORAIMA
2020/02;Floresta;15;AMAZONAS
2020/02;Floresta;3;MATO GROSSO
2020/02;Floresta;2;PARÁ
2020/02;Floresta;3;RONDÔNIA
2020/02;Floresta;47;RORAIMA
2020/02;Outros;1;AMAPÁ
2020/02;Outros;1;AMAZONAS
2020/02;Outros;34;MATO GROSSO
2020/02;Outros;8;PARÁ
2020/02;Outros;4;RONDÔNIA
2020/02;Outros;337;RORAIMA
2020/02;Vegetacao Secundaria;7;AMAZONAS
2020/02;Vegetacao Secundaria;8;MATO GROSSO
2020/02;Vegetacao Secundaria;3;PARÁ
2020/02;Vegetacao Secundaria;1;RONDÔNIA
2020/02;Vegetacao Secundaria;9;RORAIMA
2020/03;Desmatamento Consolidado;1;ACRE
2020/03;Desmatamento Consolidado;1;AMAPÁ
2020/03;Desmatamento Consolidado;26;AMAZONAS
2020/03;Desmatamento Consolidado;641;MATO GROSSO
2020/03;Desmatamento Consolidado;37;PARÁ
2020/03;Desmatamento Consolidado;28;RONDÔNIA
2020/03;Desmatamento Consolidado;133;RORAIMA
2020/03;Desmatamento Consolidado;3;TOCANTINS
2020/03;Desmatamento Recente;18;AMAZONAS
2020/03;Desmatamento Recente;1;MARANHÃO
2020/03;Desmatamento Recente;56;MATO GROSSO
2020/03;Desmatamento Recente;13;PARÁ
2020/03;Desmatamento Recente;5;RONDÔNIA
2020/03;Desmatamento Recente;274;RORAIMA
2020/03;Floresta;17;AMAZONAS
2020/03;Floresta;6;MATO GROSSO
2020/03;Floresta;1;PARÁ
2020/03;Floresta;3;RONDÔNIA
2020/03;Floresta;86;RORAIMA
2020/03;Outros;4;AMAZONAS
2020/03;Outros;46;MATO GROSSO
2020/03;Outros;6;PARÁ
2020/03;Outros;165;RORAIMA
2020/03;Vegetacao Secundaria;12;AMAZONAS
2020/03;Vegetacao Secundaria;13;MATO GROSSO
2020/03;Vegetacao Secundaria;6;PARÁ
2020/03;Vegetacao Secundaria;2;RONDÔNIA
2020/03;Vegetacao Secundaria;37;RORAIMA
2020/04;Desmatamento Consolidado;4;ACRE
2020/04;Desmatamento Consolidado;9;AMAZONAS
2020/04;Desmatamento Consolidado;1;MARANHÃO
2020/04;Desmatamento Consolidado;392;MATO GROSSO
2020/04;Desmatamento Consolidado;32;PARÁ
2020/04;Desmatamento Consolidado;12;RONDÔNIA
2020/04;Desmatamento Consolidado;44;RORAIMA
